"Wild Ghost Plant","Succulents","A drought-resistant exotic plant known for its wild appearance
    and its labor-intensive care. Ideal for spaces with indirect sunlight, the Wild Ghost Plant  
    requires moderate watering, perfect for all plant lovers.","/pixel_plants/Flower 6 - ORANGE.png","3"
"Bright String of Pearls","Succulents","A variegated native plant known for its bright appearance
    and its low-maintenance care. Ideal for spaces with indirect sunlight, the Bright String of Pearls  
    requires minimal watering, perfect for plenty of plant lovers.","/pixel_plants/Flower 2 - MAGENTA.png","43"
"Elegant Sunflower","Flowers","A poisonous common plant known for its elegant appearance
    and its simple care. Ideal for spaces with full sunlight, the Elegant Sunflower  
    requires moderate watering, perfect for many plant lovers.","/pixel_plants/Flower Pot 2 - PINK.png","48"
"Leafy Chives","Herbs","A delicate tropical plant known for its leafy appearance
    and its difficult care. Ideal for spaces with full sunlight, the Leafy Chives  
    requires regular watering, perfect for plenty of plant lovers.","/pixel_plants/Flower Pot 4 - WHITE.png","4"
"Aromatic Tomato","Fruits and Vegetables","An allergenic rare plant known for its aromatic appearance
    and its labor-intensive care. Ideal for spaces with indirect sunlight, the Aromatic Tomato  
    requires regular watering, perfect for some plant lovers.","/pixel_plants/Flower 13 - COLORFUL.png","43"
"Woody Zebra Haworthia","Succulents","A flood-resistant tropical plant known for its woody appearance
    and its low-maintenance care. Ideal for spaces with low sunlight, the Woody Zebra Haworthia  
    requires moderate watering, perfect for plenty of plant lovers.","/pixel_plants/Bush 2 - ORANGE.png","59"
"Shady Tarragon","Herbs","A resilient exotic plant known for its shady appearance
    and its low-maintenance care. Ideal for spaces with low sunlight, the Shady Tarragon  
    requires regular watering, perfect for a select few plant lovers.","/pixel_plants/Flower 2 - MAGENTA.png","52"
"Graceful Apple","Fruits and Vegetables","A delicate common plant known for its graceful appearance
    and its labor-intensive care. Ideal for spaces with dappled sunlight, the Graceful Apple  
    requires maximal watering, perfect for many plant lovers.","/pixel_plants/Flower 5 - ORANGE.png","29"
"Exotic Orchid","Flowers","An effervescent tropical plant known for its exotic appearance
    and its labor-intensive care. Ideal for spaces with indirect sunlight, the Exotic Orchid  
    requires moderate watering, perfect for plenty of plant lovers.","/pixel_plants/Flower 11 - YELLOW.png","82"
"Silver Carrot","Fruits and Vegetables","An allergenic rare plant known for its silver appearance
    and its simple care. Ideal for spaces with full sunlight, the Silver Carrot  
    requires moderate watering, perfect for many plant lovers.","/pixel_plants/Flower 9 - PURPLE.png","56"
"Sunny Apple","Fruits and Vegetables","A cat-friendly native plant known for its sunny appearance
    and its effortless care. Ideal for spaces with direct sunlight, the Sunny Apple  
    requires maximal watering, perfect for some plant lovers.","/pixel_plants/TREE 12_GREEN.png","56"
"Silver Potato","Fruits and Vegetables","A delicious rare plant known for its silver appearance
    and its low-maintenance care. Ideal for spaces with direct sunlight, the Silver Potato  
    requires moderate watering, perfect for a select few plant lovers.","/pixel_plants/TREE 1_TEAL.png","90"
"Golden Lily","Flowers","A fragrant common plant known for its golden appearance
    and its simple care. Ideal for spaces with full sunlight, the Golden Lily  
    requires maximal watering, perfect for some plant lovers.","/pixel_plants/Flower 6 - PURPLE.png","1"
"Royal Lavender","Flowers","A herbaceous tropical plant known for its royal appearance
    and its simple care. Ideal for spaces with no sunlight, the Royal Lavender  
    requires minimal watering, perfect for plenty of plant lovers.","/pixel_plants/TREE 15_TEAL.png","77"
"Compact Zebra Haworthia","Succulents","A vivid common plant known for its compact appearance
    and its simple care. Ideal for spaces with low sunlight, the Compact Zebra Haworthia  
    requires minimal watering, perfect for some plant lovers.","/pixel_plants/Flower 7 - PURPLE.png","88"
"Sweet String of Dolphins","Succulents","A fragrant tropical plant known for its sweet appearance
    and its simple care. Ideal for spaces with indirect sunlight, the Sweet String of Dolphins  
    requires minimal watering, perfect for some plant lovers.","/pixel_plants/Flower 10 - PINK.png","52"
"Colorful Cilantro","Herbs","An ephemeral native plant known for its colorful appearance
    and its difficult care. Ideal for spaces with dappled sunlight, the Colorful Cilantro  
    requires moderate watering, perfect for all plant lovers.","/pixel_plants/Bush 1 - WARM GREEN 2.png","96"
"Compact Daisy","Flowers","A poisonous tropical plant known for its compact appearance
    and its low-maintenance care. Ideal for spaces with dappled sunlight, the Compact Daisy  
    requires moderate watering, perfect for many plant lovers.","/pixel_plants/Flower 2 - TEAL.png","54"
"Budding Potato","Fruits and Vegetables","A poisonous rare plant known for its budding appearance
    and its effortless care. Ideal for spaces with indirect sunlight, the Budding Potato  
    requires maximal watering, perfect for all plant lovers.","/pixel_plants/Flower 1 - RED.png","89"
"Evergreen Lettuce","Fruits and Vegetables","A delicate common plant known for its evergreen appearance
    and its effortless care. Ideal for spaces with low sunlight, the Evergreen Lettuce  
    requires minimal watering, perfect for a select few plant lovers.","/pixel_plants/Flower Pot 3 - RED 2.png","88"
"Bright Cucumber","Fruits and Vegetables","A flood-resistant common plant known for its bright appearance
    and its effortless care. Ideal for spaces with full sunlight, the Bright Cucumber  
    requires regular watering, perfect for plenty of plant lovers.","/pixel_plants/TREE 4_YELlOWISH GREEN.png","55"
"Bulbous Mint","Herbs","An allergenic native plant known for its bulbous appearance
    and its labor-intensive care. Ideal for spaces with direct sunlight, the Bulbous Mint  
    requires regular watering, perfect for plenty of plant lovers.","/pixel_plants/TREE 5_YELLOWISH GREEN.png","75"
"Wild Strawberry","Fruits and Vegetables","A variegated native plant known for its wild appearance
    and its labor-intensive care. Ideal for spaces with indirect sunlight, the Wild Strawberry  
    requires maximal watering, perfect for all plant lovers.","/pixel_plants/TREE 6_GREEN.png","64"
"Giant Aloe Vera","Succulents","A vivid native plant known for its giant appearance
    and its low-maintenance care. Ideal for spaces with low sunlight, the Giant Aloe Vera  
    requires minimal watering, perfect for all plant lovers.","/pixel_plants/Flower 3 - PINK.png","43"
"Exotic Ghost Plant","Succulents","A fragrant exotic plant known for its exotic appearance
    and its low-maintenance care. Ideal for spaces with dappled sunlight, the Exotic Ghost Plant  
    requires moderate watering, perfect for some plant lovers.","/pixel_plants/Flower 10 - PINK.png","48"
"Compact Lily","Flowers","A herbaceous common plant known for its compact appearance
    and its effortless care. Ideal for spaces with indirect sunlight, the Compact Lily  
    requires minimal watering, perfect for plenty of plant lovers.","/pixel_plants/TREE 6_GREEN.png","74"
"Medicinal Oregano","Herbs","A hardy exotic plant known for its medicinal appearance
    and its labor-intensive care. Ideal for spaces with low sunlight, the Medicinal Oregano  
    requires regular watering, perfect for many plant lovers.","/pixel_plants/Flower 8 - YELLOW.png","84"
"Miniature Daisy","Flowers","A cat-friendly rare plant known for its miniature appearance
    and its labor-intensive care. Ideal for spaces with no sunlight, the Miniature Daisy  
    requires maximal watering, perfect for many plant lovers.","/pixel_plants/Flower Pot 7 - WHITE.png","43"
"Silver Tulip","Flowers","A perennial native plant known for its silver appearance
    and its effortless care. Ideal for spaces with dappled sunlight, the Silver Tulip  
    requires maximal watering, perfect for many plant lovers.","/pixel_plants/Flower 6 - PINK 2.png","5"
"Frosty Jade Plant","Succulents","A vivid native plant known for its frosty appearance
    and its difficult care. Ideal for spaces with no sunlight, the Frosty Jade Plant  
    requires moderate watering, perfect for some plant lovers.","/pixel_plants/Flower 5 - ORANGE.png","29"
"Tropical Spinach","Fruits and Vegetables","A resilient rare plant known for its tropical appearance
    and its low-maintenance care. Ideal for spaces with full sunlight, the Tropical Spinach  
    requires regular watering, perfect for all plant lovers.","/pixel_plants/Bush 1 - GREEN 2.png","68"
"Compact Lettuce","Fruits and Vegetables","An ephemeral exotic plant known for its compact appearance
    and its difficult care. Ideal for spaces with no sunlight, the Compact Lettuce  
    requires moderate watering, perfect for a select few plant lovers.","/pixel_plants/TREE 5_YELLOWISH GREEN.png","27"
"Colorful Cucumber","Fruits and Vegetables","A flood-resistant rare plant known for its colorful appearance
    and its effortless care. Ideal for spaces with low sunlight, the Colorful Cucumber  
    requires minimal watering, perfect for many plant lovers.","/pixel_plants/Flower Pot 6 - PURPLE.png","68"
"Wild Lavender","Flowers","A delicate exotic plant known for its wild appearance
    and its labor-intensive care. Ideal for spaces with no sunlight, the Wild Lavender  
    requires regular watering, perfect for some plant lovers.","/pixel_plants/TREE 7_YELLOWISH GREEN.png","82"
"Lush Carrot","Fruits and Vegetables","A variegated common plant known for its lush appearance
    and its labor-intensive care. Ideal for spaces with dappled sunlight, the Lush Carrot  
    requires minimal watering, perfect for plenty of plant lovers.","/pixel_plants/Flower 3 - TEAL.png","19"
"Compact Sunflower","Flowers","An allergenic rare plant known for its compact appearance
    and its low-maintenance care. Ideal for spaces with low sunlight, the Compact Sunflower  
    requires regular watering, perfect for many plant lovers.","/pixel_plants/Flower Pot 6 - COLORFUL.png","43"
"Hardy Apple","Fruits and Vegetables","A perennial tropical plant known for its hardy appearance
    and its simple care. Ideal for spaces with low sunlight, the Hardy Apple  
    requires maximal watering, perfect for plenty of plant lovers.","/pixel_plants/TREE 13_GREEN.png","64"
"Tropical Cilantro","Herbs","A hypoallergenic exotic plant known for its tropical appearance
    and its effortless care. Ideal for spaces with full sunlight, the Tropical Cilantro  
    requires moderate watering, perfect for a select few plant lovers.","/pixel_plants/Flower Pot 4 - YELLOW.png","5"
"Verdant Sunflower","Flowers","A vivid tropical plant known for its verdant appearance
    and its low-maintenance care. Ideal for spaces with full sunlight, the Verdant Sunflower  
    requires regular watering, perfect for many plant lovers.","/pixel_plants/TREE 3_GREEN.png","77"
"Royal Crown of Thorns","Succulents","A vivid rare plant known for its royal appearance
    and its simple care. Ideal for spaces with direct sunlight, the Royal Crown of Thorns  
    requires maximal watering, perfect for some plant lovers.","/pixel_plants/Bush 1 - WARM GREEN.png","54"
